ARRAY;INDEX;TYPE;FR;EN;DE
INGREDIENTS_CATEGORIES;25;0;Snacks;Snacks;
INGREDIENTS_ERRORS;0;1;L'ingrédient n'a pas pu être supprimé.;The ingredient could not be removed.;
INGREDIENTS_GROUPS_NAMES;0;0;Autres;Others;
INGREDIENTS_GROUPS_NAMES;1;0;Produits laitiers et oeufs;Dairy products and eggs;
INGREDIENTS_GROUPS_NAMES;2;0;Epices et fines herbes;Spices and herbs;
INGREDIENTS_GROUPS_NAMES;3;0;Aliments pour bébé;Baby food;
INGREDIENTS_GROUPS_NAMES;4;0;Huiles et graisses;Oils and fats;
INGREDIENTS_GROUPS_NAMES;5;0;Viande;Meat;
INGREDIENTS_GROUPS_NAMES;6;0;Sauces et potages;Sauces and soups;
INGREDIENTS_GROUPS_NAMES;7;0;Céréales et pâtes;Cereals and pasta;
INGREDIENTS_GROUPS_NAMES;8;0;Fruits et jus;Fruits and juices;
INGREDIENTS_GROUPS_NAMES;9;0;Légumes;Vegetables;
INGREDIENTS_GROUPS_NAMES;10;0;Noix et graines;Nuts and seeds;
INGREDIENTS_GROUPS_NAMES;11;0;Boissons;Drinks;
INGREDIENTS_GROUPS_NAMES;12;0;Poissons et crustacés;Fish and shellfish;
INGREDIENTS_GROUPS_NAMES;13;0;Légumineuses;Legumes;
INGREDIENTS_GROUPS_NAMES;14;0;Boulangerie;Bakery;
INGREDIENTS_GROUPS_NAMES;15;0;Sucreries;Candies;
INGREDIENTS_GROUPS_NAMES;16;0;Snacks;Snacks;
INGREDIENTS_TEXT;0;0;Produit;Product;
INGREDIENTS_TEXT;1;0;Quantité;Quantity;
INGREDIENTS_TEXT;2;0;Groupe;Group;
INGREDIENTS_TEXT;3;0;Aliment;Food;
INGREDIENTS_TEXT;4;0;Nom du produit;Product name;
INVITATIONS_ACTIONS;0;1;Retirer cet invité;Remove this guest;
INVITATIONS_ACTIONS;1;1;Accepter l'invitation;Accept the invitation;
INVITATIONS_ACTIONS;2;1;Refuser l'invitation;Deny the invitation;
INVITATIONS_ACTIONS;3;1;Retirer cette recette;Remove this recipe;
INVITATIONS_ALERTS;0;1;Cette personne a déjà été ajoutée à l'invitation !;This person has already been invited!;
INVITATIONS_ALERTS;1;1;Cette recette a déjà été ajoutée à l'invitation !;This recipe has already been added!;
INVITATIONS_ALERTS;2;1;L'invitation a été sauvée.;The invitation was saved.;
INVITATIONS_ALERTS;3;1;L'invitation a été envoyée !;The invitation has been sent.;
INVITATIONS_ALERTS;4;1;Aucune invitation;No invitation;
INVITATIONS_ALERTS;5;1;Aucune notification;No notification;
INVITATIONS_ALERTS;6;1;Voulez-vous vraiment supprimer cette invitation définitivement ?;Do you really want to delete this invitation?;
INVITATIONS_ALERTS;7;1;Date et heure de l'invitation;Time and date;
INVITATIONS_ALERTS;8;1;Sélectionnez ci-dessous la date et l'heure de votre repas.;Select the date and time of the invitation.;
INVITATIONS_ALERTS;9;1;Voulez-vous vraiment vous retirer de ce repas ?;Are you sure you want to withdraw from this dinner?;
INVITATIONS_ALERTS;10;1;Voulez-vous vraiment retirer cette personne de l'invitation ?;Are you sure you want to remove this person from the invitation?;
INVITATIONS_ERRORS;0;1;Impossible de supprimer l'invitation.;Invitation could not be deleted.;
INVITATIONS_ERRORS;1;1;Impossible de sauver l'invitation.;Invitation could not be saved.;
INVITATIONS_ERRORS;2;1;Impossible de mettre à jour le statut de l'invité.;Guest status could not be updated.;
INVITATIONS_STATUS;0;1;Invitation pas envoyée;Invitation not sent;
INVITATIONS_STATUS;1;1;Invitation envoyée;Invitation sent;
INVITATIONS_STATUS;2;1;Invitation acceptée;Invitation accepted;
INVITATIONS_STATUS;3;1;Invitation refusée;Invitation declined;
INVITATIONS_TEXT;0;0;Sauver l'invitation;Save invitation;
INVITATIONS_TEXT;1;0;Accepter l'invitation;Accept invitation;
INVITATIONS_TEXT;2;0;Refuser l'invitation;Refuse invitation;
INVITATIONS_TEXT;3;0;Annuler l'invitation;Cancel invitation;
INVITATIONS_TEXT;4;0;Envoyer l'invitation;Send invitation;
INVITATIONS_TEXT;5;0;Aucune invitation;No invitation;
INVITATIONS_TEXT;6;0;Nouvelle invitation;New invitation;
INVITATIONS_TEXT;7;0;Notifications;Notifications;
INVITATIONS_TEXT;8;0;Rendre réponse;Answer;
INVITATIONS_TEXT;9;0;A venir;Upcoming;
INVITATIONS_TEXT;10;0;Organisateur;Host;
INVITATIONS_TEXT;11;0;Invité;Guest;
INVITATIONS_TEXT;12;0;Je serai présent;attending;
INVITATIONS_TEXT;13;0;Je ne serai pas présent;not attending;
INVITATIONS_TEXT;14;0;Me décommander;Call off;
INVITATIONS_TEXT;15;0;Hôte;Host;
INVITATIONS_TEXT;16;0;Mes invitations;My invitations;
INVITATIONS_TEXT;17;0;Invitations reçues;Invitations sent to me;
KEYWORDS;0;0;Invité;Guest;
KEYWORDS;1;0;Chef;Chef;
KEYWORDS;2;0;News;News;
KEYWORDS;3;0;Caddie;Cart;
KEYWORDS;4;0;Cookie;Cookie;
KEYWORDS;5;0;Bouteille;Bottle;
KEYWORDS;6;0;Favorite;Favorite;
KEYWORDS;7;0;Coût;Cost;
KEYWORDS;8;0;Poids;Weight;
KEYWORDS;9;0;Devise;Currency;
KEYWORDS;10;0;Etoile;Star;
KEYWORDS;11;0;Date;Date;
KEYWORDS;12;0;Heure;Hour;
KEYWORDS;13;0;Supermarché;Supermarket;
KEYWORDS;14;0;Recette;Recipe;
KEYWORDS;15;0;Langue;Language;
LANGUAGES_ALERTS;0;1;Sélection de la langue;Language selection;
LANGUAGES_ALERTS;1;1;Sélectionnez une langue ci-dessous.;Choose a language below.;
LOGIN_ERRORS;0;0;La combinaison email/mot de passe est fausse.;Wrong email/password combination.;
MAIN_TEXT;0;0;membre(s) connecté(s);member(s) connected;
MAIN_TEXT;1;0;Donner mon avis;Provide a feedback;
MAIN_TEXT;2;0;Logo Kookiiz;Kookiiz logo;
MAIN_TEXT;3;0;Ce site requiert Javascript. Veuillez mettre votre navigateur à jour.;This website requires Javascript. Please, update your browser.;
MAIN_TEXT;4;0;Le site Kookiiz est actuellement en maintenance.;Kookiiz platform is currently on maintenance.;
MAIN_TEXT;5;0;Nous nous excusons pour le désagrément encouru et vous prions de réessayer d'ici quelques minutes.;We apologize for the inconvenience and kindly ask you to try again in a few minutes.;
MAIN_TEXT;6;0;Chercher des recettes. Planifier des repas et obtenir une liste de courses. Suivre sa nutrition. Partager son expérience culinaire.;Search for recipes. Plan meals and get a shopping list. Track your nutrition. Share your culinary experience.;
MAIN_TEXT;7;0;Publier une recette;Submit a recipe;
MAIN_TEXT;8;0;Notre plateforme mobile est en construction. Revenez vite!;Our mobile platform is under development. Please come back quickly!;
MAIN_TITLE;0;0;Kookiiz - Les clefs de la cuisine;Kookiiz - Catch the cook's keys;
MAIN_TITLE;1;0;Kookiiz Mobile;Kookiiz Mobile;
MEMBERS_CHART_TEXT;0;0;Nom;Name;
MEMBERS_CHART_TEXT;1;0;Inscription;Registered on;
MEMBERS_CHART_TEXT;2;0;Classement;Ranking;
MEMBERS_CHART_TEXT;3;0;Recettes;Recipes;
MEMBERS_CHART_TEXT;4;0;Membre;Member;
MENU_ACTIONS;0;0;Menu express;Express menu;
MENU_ACTIONS;1;0;Sauver le menu;Save menu;
MENU_ACTIONS;2;0;Effacer le menu;Erase menu;
MENU_ACTIONS;3;0;Imprimer le menu;Print menu;
MENU_ACTIONS;4;0;Précédents;Previous;
MENU_ACTIONS;5;0;Jours précédents;Previous days;
MENU_ACTIONS;6;0;Suivants;Next;
MENU_ACTIONS;7;0;Jours suivants;Next days;
MENU_ACTIONS;8;0;Aujourd'hui;Today;
MENU_ALERTS;0;1;Voulez-vous vraiment supprimer les courses prévues ce jour ?;Do you really want to delete the shopping list of this day?;
MENU_ALERTS;1;1;Les listes de courses périmées ne peuvent pas être partagées !;Outdated shopping lists cannot be shared.;
MENU_ALERTS;2;1;Cette action est irréversible. Voulez-vous vraiment supprimer tout le contenu du menu (recettes et listes de courses) ?;This action cannot be undone. Do you really want to delete all the contents of your menu (recipes and shopping lists)?;
MENU_ALERTS;3;1;Le contenu du menu a été sauvegardé.;The menu has been saved.;
MENU_ALERTS;4;1;Au moins une liste de courses doit être planifiée. Veuillez spécifier un autre jour de courses avant de supprimer celui-ci.;At least one future shopping day needs to be selected. Choose another day as your shopping day before deleting this one.;
MENU_ALERTS;5;1;Le nombre maximum de repas rapides pour ce jour est atteint. Veuillez en supprimer un avant d'ajouter celui-ci.;Your reached the maximum number of quick meals for this day. Delete one before adding this one.;
MENU_ALERTS;6;1;Un menu express partiel a été généré, car le nombre de recettes répondant aux critères de recherche était insuffisant.;Not all menu boxes were filled because the number of recipes found with selected search criteria was too low.;
MENU_TEXT;0;0;Editer le titre;Edit title;
MENU_TEXT;1;0;Editer;Edit;
MENU_TEXT;2;0;pers.;pers.;
MENU_TEXT;3;0;Sur le pouce;on the go;
MENU_TEXT;4;0;Couverts;people;
MENU_TEXT;5;0;Supprimer cette recette;Delete recipe;
MENU_TEXT;6;0;Supprimer;Delete;
MENU_TEXT;7;0;Changer le statut des courses;Change shopping status;
MENU_TEXT;8;0;Courses;Shopping;
MENU_TEXT;9;0;Ajoutez la recette en la glissant ici;Drag & drop the recipe here;
MENU_TEXT;10;0;Options d'impression;Print options;
MENU_TEXT;11;0;Période du;From;
MENU_TEXT;12;0;au;until;
MENU_TEXT;13;0;Afficher la nutrition journalière;Display daily nutrition values;
MENU_TEXT;14;0;Valeurs nutritives;Nutrition values;
MENU_TEXT;15;0;Prévoir des courses avant les repas du jour;Shop before today's meals;
MENU_TEXT;16;0;Prévoir des courses après les repas du jour;Shop after today's meals;
MENU_TEXT;17;0;Ne pas prévoir de courses ce jour;No shopping today;
MENU_TEXT;18;0;Mon Menu Kookiiz;My Kookiiz Menu;
MENU_TEXT;19;0;Afficher le nombre de plats;Display number of dishes;
MENU_TEXT;20;0;Afficher la nutrition moyenne;Display average nutrion values;
MENU_TEXT;21;0;Vous n'avez pas de recette dans votre menu;You have no recipe in your menu;
MENU_TEXT;22;0;Fourni par l'équipe Kookiiz;Brought to you by the Kookiiz Team;
MENU_TEXT;23;0;Total;Total;
MOBILE_PAGES;0;0;achats;grocery;
MOBILE_PAGES;1;0;favorites;favorites;
MOBILE_PAGES;2;0;recette;recipe;
MOBILE_TEXTS;0;0;Sélectionnez un jour et cliquez sur les éléments de la liste de courses pour les biffer au fur-et-à-mesure de vos achats.;Select a day and click on the shopping items to strike them as you buy them.;
MOBILE_TEXTS;1;0;Vos recettes favorites sont listées ci-dessous. Cliquez pour les ouvrir en plein écran.;Your favorite recipes are listed below. Click to open them in full screen.;
MOBILE_TEXTS;2;0;;;
MOBILE_TITLES;0;0;Listes de courses;Grocery lists;
MOBILE_TITLES;1;0;Mes recettes;My recipes;
MOBILE_TITLES;2;0;Recette;Recipe;
MONTHS_NAMES;0;0;Janvier;January;Januar
MONTHS_NAMES;1;0;Février;February;Februar
MONTHS_NAMES;2;0;Mars;March;März
MONTHS_NAMES;3;0;Avril;April;April
MONTHS_NAMES;4;0;Mai;May;Mai
MONTHS_NAMES;5;0;Juin;June;Juni
MONTHS_NAMES;6;0;Juillet;July;Juli
MONTHS_NAMES;7;0;Août;August;August
MONTHS_NAMES;8;0;Septembre;September;September
MONTHS_NAMES;9;0;Octobre;October;Oktober
MONTHS_NAMES;10;0;Novembre;November;November
MONTHS_NAMES;11;0;Décembre;December;Dezember
MONTHS_SHORTS;0;0;jan;Jan;Jan
MONTHS_SHORTS;1;0;fév;Feb;Feb
MONTHS_SHORTS;2;0;mar;Mar;Mär
MONTHS_SHORTS;3;0;avr;Apr;Apr
MONTHS_SHORTS;4;0;mai;May;Mai
MONTHS_SHORTS;5;0;jui;Jun;Jun
MONTHS_SHORTS;6;0;jul;Jul;Jul
MONTHS_SHORTS;7;0;aoû;Aug;Aug
MONTHS_SHORTS;8;0;sep;Sep;Sep
MONTHS_SHORTS;9;0;oct;Oct;Okt
MONTHS_SHORTS;10;0;nov;Nov;Nov
MONTHS_SHORTS;11;0;déc;Dec;Dez
NAVIGATION_ALERTS;0;1;Aucun lien;No link;
NEWS_TEXT;0;0;Actualités;News;
NEWS_TEXT;1;0;Aucune nouvelle en ce moment;No news at the moment;
NOTIFICATIONS_ALERTS;0;1;Demandes d'ajout à la liste d'amis;Friendship requests;
NOTIFICATIONS_ALERTS;1;1;Les personnes listées ci-dessous souhaitent vous ajouter à leurs amis.;People listed below would like to add you to their friends list.;
NOTIFICATIONS_ALERTS;2;1;Invitations à des repas;Invitations;
NOTIFICATIONS_ALERTS;3;1;Ci-dessous les repas à venir et les invitations reçues.;You have been invited to or will be hosting the following dinners.;
NOTIFICATIONS_ALERTS;4;1;Contenu partagé par vos amis;Content shared by your friends;
NOTIFICATIONS_ALERTS;5;1;Vos amis ont partagé le contenu ci-dessous avec vous.;Your friends shared with you the following content.;
NOTIFICATIONS_TEXT;0;0;Nom;Name;
NOTIFICATIONS_TEXT;1;0;Date;Date;
NOTIFICATIONS_TEXT;2;0;Action;Action;
NOTIFICATIONS_TEXT;3;0;Aucune requête en attente;No pending request;
NOTIFICATIONS_TEXT;4;0;Recettes partagées;Shared recipes;
NOTIFICATIONS_TEXT;5;0;Aucune recette partagée;No shared recipe;
NOTIFICATIONS_TEXT;6;0;Listes de courses partagées;Shared shopping lists;
NOTIFICATIONS_TEXT;7;0;Aucune liste partagée;No shared shopping list;
NOTIFICATIONS_TEXT;8;0;Recette;Recipe;
NOTIFICATIONS_TEXT;9;0;Envoyé par;Send by;
NOTIFICATIONS_TEXT;10;0;Prochainement;Upcoming;
NOTIFICATIONS_TEXT;11;0;Invitations reçues;Invitations sent to me;
NOTIFICATIONS_TEXT;12;0;Aucun repas dans les prochains jours;No upcoming dinner;
NOTIFICATIONS_TEXT;13;0;Aucune invitation reçue;No invitation received;
NOTIFICATIONS_TEXT;14;0;Quoi ?;What ?;
NOTIFICATIONS_TEXT;15;0;Quand ?;When ?;
NOTIFICATIONS_TEXT;16;0;Mon statut;My status;
NOTIFICATIONS_TEXT;17;0;Date des courses;Shopping date;
NOTIFICATIONS_TEXT;18;0;Envoyée par;Send by;
NOTIFICATIONS_TEXT;19;0;Amis;Friends;
NOTIFICATIONS_TEXT;20;0;Invitations;Invitations;
NOTIFICATIONS_TEXT;21;0;Partage;Share;
NUTRITION_ALERTS;0;1;Aucune information nutritive;No nutritive information;
NUTRITION_CATEGORIES;0;0;Valeurs essentielles;Essential values;
NUTRITION_CATEGORIES;1;0;Vitamines;Vitamins;
NUTRITION_CATEGORIES;2;0;Minéraux;Minerals;
NUTRITION_CATEGORIES;3;0;Autres;Others;
NUTRITION_VALUES_NAMES;0;0;Calories;Calories;
NUTRITION_VALUES_NAMES;1;0;Glucides;Carbohydrates;
NUTRITION_VALUES_NAMES;2;0;Lipides;Lipids;
NUTRITION_VALUES_NAMES;3;0;Protéines;Proteins;
NUTRITION_VALUES_NAMES;4;0;Fibres;Fibers;
NUTRITION_VALUES_NAMES;5;0;B-carotène;B-carotene;
NUTRITION_VALUES_NAMES;6;0;Vitamine A;Vitamin A;
NUTRITION_VALUES_NAMES;7;0;Vitamine B1;Vitamin B1;
NUTRITION_VALUES_NAMES;8;0;Vitamine B2;Vitamin B2;
NUTRITION_VALUES_NAMES;9;0;Vitamine B3;Vitamin B3;
NUTRITION_VALUES_NAMES;10;0;Vitamine B5;Vitamin B5;
NUTRITION_VALUES_NAMES;11;0;Vitamine B6;Vitamin B6;
NUTRITION_VALUES_NAMES;12;0;Vitamine B9;Vitamin B9;
NUTRITION_VALUES_NAMES;13;0;Vitamine B12;Vitamin B12;
NUTRITION_VALUES_NAMES;14;0;Vitamine C;Vitamin C;
NUTRITION_VALUES_NAMES;15;0;Vitamine D;Vitamin D;
NUTRITION_VALUES_NAMES;16;0;Vitamine K;Vitamin K;
NUTRITION_VALUES_NAMES;17;0;Calcium;Calcium;
NUTRITION_VALUES_NAMES;18;0;Cuivre;Copper;
NUTRITION_VALUES_NAMES;19;0;Fer;Iron;
NUTRITION_VALUES_NAMES;20;0;Magnésium;Magnesium;
NUTRITION_VALUES_NAMES;21;0;Phosphore;Phosphorus;
NUTRITION_VALUES_NAMES;22;0;Potassium;Potassium;
NUTRITION_VALUES_NAMES;23;0;Sélénium;Selenium;
NUTRITION_VALUES_NAMES;24;0;Sodium;Sodium;
NUTRITION_VALUES_NAMES;25;0;Zinc;Zinc;
NUTRITION_VALUES_NAMES;26;0;Amidon;Starch;
NUTRITION_VALUES_NAMES;27;0;Caféine;Caffeine;
NUTRITION_VALUES_NAMES;28;0;Cholestérol;Cholesterol;
NUTRITION_VALUES_NAMES;29;0;Lactose;Lactose;
NUTRITION_VALUES_NAMES;30;0;Eau;Water;
OPTIONS_ALERTS;0;1;Veuillez sélectionner un aliment parmi les propositions;Please select an ingredient among the suggestions;
OPTIONS_ALERTS;1;1;Vos préférences ont été enregistrées.;Your preferences have been saved.;
OPTIONS_ALERTS;2;1;Voulez-vous vraiment supprimer votre avatar actuel ?;Do you really want to delete your profile picture?;
OPTIONS_ALERTS;3;1;Un message a été envoyé à votre nouvelle adresse email avec des instructions pour la confirmer. Si vous ne recevez pas ce message d'ici quelques minutes, vérifiez s'il n'a pas été placé dans le courrier indésirable. Votre ancienne adresse reste valide tant que cette confirmation n'a pas été effectuée.;A message has been sent to your new email adress to confirm it.If you do not receive this message in a few minutes, please check your junk mail box.Your old email address remains valid until your new email address is confirmed.;
OPTIONS_ERRORS;0;1;Vous avez atteint le nombre maximum de goûts exprimables.;You have reached the maximum number of tastes.;
OPTIONS_ERRORS;1;1;Cet aliment a déjà été ajouté à vos goûts.;This ingredient has already been added to your tastes.;
OPTIONS_TEXT;0;0;ne peut pas être modifié;cannot be modified;
OPTIONS_TEXT;1;0;cliquez pour changer;click to change;
OPTIONS_TEXT;2;0;cliquez sur l'icone pour modifier;click on the icon to modify;
OPTIONS_TEXT;3;0;dissimulé pour raisons de sécurité;hidden for security reasons;
OPTIONS_TEXT;4;0;Paramètres régionaux;Regional parameters;
OPTIONS_TEXT;5;0;Personnalisez l'interface pour qu'elle réponde parfaitement à vos besoins !;Customize the interface so that it fits your needs perfectly!;
OPTIONS_TEXT;6;0;Activer l'interface rapide (sans effets de transition);Turn fast interface on (no transition effects);
OPTIONS_TEXT;7;0;Montrer le panneau;Show panel;
OPTIONS_TEXT;8;0;Sélectionnez ci-dessous les alertes que vous souhaitez recevoir par email.;Select below the alerts you would like to receive by email.;
OPTIONS_TEXT;9;0;Un membre Kookiiz souhaite devenir votre ami.;You have a friendship request.;
OPTIONS_TEXT;10;0;Un de vos amis vous invite à un repas.;You have been invited by a friend.;
OPTIONS_TEXT;11;0;Vous avez ajouté une nouvelle recette.;You have added a new recipe.;
OPTIONS_TEXT;12;0;Mes goûts;My tastes;
OPTIONS_TEXT;13;0;Listez ci-dessous les aliments que vous appréciez particulièrement ou que vous n'aimez pas, afin d'affiner la recherche de recettes.;List food you particularly like or dislike in order to improve the recipe search.;
OPTIONS_TEXT;14;0;Ajouter aux;Add to;
OPTIONS_TEXT;15;0;aliments détestés;food i don't like;
OPTIONS_TEXT;16;0;aliments préférés;food I like;
OPTIONS_TEXT;17;0;Mes allergies;My allergies;
OPTIONS_TEXT;18;0;Spécifiez ci-dessous les allergies dont vous ou des membres de votre famille souffrez, afin de pouvoir les prendre en compte dans la recherche de recettes.;Specify below the allergies you or one of your family members suffers from, in order to improve the recipe search.;
OPTIONS_TEXT;19;0;Système d'unités;Units system;
OPTIONS_TITLES;0;0;Données personnelles;Personal data;
OPTIONS_TITLES;1;0;Interface;Interface;
OPTIONS_TITLES;2;0;Alimentation;Food preferences;
PANELS_HEADERS;0;0;La recette qu'il me faut;The recipe I need;
PANELS_HEADERS;1;0;Ma boîte à idées;My inspiration source;
PANELS_HEADERS;2;0;Ingrédients à disposition;Available ingredients;
PANELS_HEADERS;3;0;Mes listes de courses;My shopping lists;
PANELS_HEADERS;4;0;Moyenne sur la période;Average for the period;
PANELS_HEADERS;5;0;Partager la cuisine;Cooking & Sharing;
PANELS_HEADERS;6;0;Un chef au hasard;Random Chef;
PANELS_HEADERS;7;0;Points en temps réel;Points in real-time;
PANELS_HEADERS;8;0;Commenter ce contenu;Comment the content;
PANELS_HEADERS;9;0;Fournisseur du contenu;Content provider;
PANELS_HEADERS;10;0;La cuisine de A à Z;Cooking from A to Z;
PANELS_HEADERS;11;0;Personnaliser mon suivi;Custom nutrition tracker;
PANELS_HEADERS;12;0;En savoir plus;Learning more;
PANELS_HEADERS;13;0;Planifier un repas;Plan a dinner;
PANELS_HEADERS;14;0;Découvrir l'auteur;Discover the author;
PANELS_HEADERS;15;0;Accès rapide;Quick access;
PANELS_HEADERS;16;0;Donner mon avis;My voice matters;
PANELS_HEADERS;17;0;Bonnes affaires;Great deals;
PANELS_HEADERS;18;0;;;
PANELS_HELP;0;1;Ce panneau vous permet de trouver la recette idéale en quelques clics. Recherchez un terme ou spécifiez des critères avancés pour trier les résultats en temps réel.;This panel helps you find the ideal recipe in a few clicks. Search by title and/or select criteria to sort results in real time.;
PANELS_HELP;1;1;Gardez sous la main vos recettes préférées, ainsi que celles que vous avez récemment recherchées, consultées ou ajoutées à votre menu. Pour sauvegarder une recette, il suffit de la glisser sur ce panneau.;Keep your favorite recipes at hand, as well as those that you recently searched, viewed or added to your menu. To save a recipe, simply drag and drop it onto this panel.;
PANELS_HELP;2;1;Introduisez ici les ingrédients dont vous disposez déjà, puis recherchez les recettes que vous pouvez réaliser sans aller faire de courses !;Add here ingredients that you already have at home and find which delicious recipes you could cook without shopping!;
PANELS_HELP;3;1;Consultez les ingrédients nécessaires pour le jour de course sélectionné, ainsi que le prix et le poids estimés. Vous pouvez imprimer cette liste directement ou choisir de la compléter et la réorganiser.;A grocery list is automatically generated here for each shopping day you select on the menu. You can choose to print the list directly or edit it for more options (including sharing).;
PANELS_HELP;4;1;Découvrez les valeurs nutritives pour la période sélectionnée ou la recette actuellement consultée, ainsi que le pourcentage correspondant en besoins journaliers recommandés.;Discover average nutrition values for the time period you selected or for currently viewed recipes, as well as the corresponding guideline daily amounts (GDA).;
PANELS_HELP;5;1;Recherchez des amis sur Kookiiz pour partagez avec eux vos trouvailles culinaires ou organiser des repas. Pour suggérer une recette à l'un de vos amis, il suffit de la glisser sur son nom !;Find friends on Kookiiz to share recipes you like or organize dinners with them. To share a recipe with a friend, simply drag and drop the recipe on his name!;
PANELS_HELP;6;1;Rencontrez les chefs partenaires de la communauté Kookiiz, spécialement sélectionnés pour le plaisir de vos papilles. Découvrez leurs recettes, leur biographie et leurs projets !;Meet the Kookiiz Chefs, handpicked for the pleasure of your taste buds. Discover their recipes, read their biographies, and learn about their projects!;
PANELS_HELP;7;1;Découvrez le nombre de points WeightWatchers que représentent les recettes que vous consultez, et suivez en temps réel votre consommation quotidienne !;Find out how many WeightWatchers points the recipes you are currently viewing are worth, and follow in real time your daily consumption!;
PANELS_HELP;8;1;Ajoutez un commentaire public pour partager vos impressions sur ce contenu avec les autres membres de la communauté, ou sauvez une note privée pour ne pas oublier vos astuces personnelles.;Add a public comment to share your insight on this contents with other members of the Kookiiz community, or write down a personal note to remind you of your own tips.;
PANELS_HELP;9;1;Découvrez le partenaire de Kookiiz qui a fourni le contenu que vous êtes en train de consulter.;Find out which partner of Kookiiz provided the content you are currently enjoying.;
PANELS_HELP;10;1;Un terme que vous ne comprenez pas ? Effectuez une recherche dans le glossaire culinaire ou découvrez les suggestions en relations avec le contenu actuellement visité.;A word you don't understand? Find it in our culinary glossary or read the automatic suggestions as you skim through a recipe.;
PANELS_HELP;11;1;Adaptez l'affichage nutritionnel à vos besoins en spécifiant votre profil physique, le contenu de votre petit-déjeuner et votre activité sportive, et créez des plats rapides pour affiner votre suivi nutritionnel !;Curious to know what you are eating and what your calory intake is? Customize your profile, mention what you eat for breakfast and which sports you practice, or add quick meals to take into account what you ate on the go.;
PANELS_HELP;12;1;Parcourez les articles publiés sur Kookiiz pour apprendre de nouvelles techniques culinaires ou entretenir une alimentation saine et équilibrée.;Go through the published articles to learn about the latest cooking techniques or health recommendations.;
PANELS_HELP;13;1;Créez des invitations pour convier vos amis gastronomes. Cliquez pour éditer les champs, ajoutez des amis et/ou des recettes en les glissant sur la table, puis envoyez l'invitation. C'est aussi simple que ça !;Invite your friends to dinner. Click to edit the fields, add friends and recipes by drag & drop onto the table and send your invitation. This is as hard as it gets!;
PANELS_HELP;14;1;Découvrez l'auteur de la recette que vous consultez actuellement.;This pannel displays information about the author of the recipe you are currently viewing.;
PANELS_HELP;15;1;Accédez rapidement aux différentes sections de l'onglet actuel.;Through this panel, you can access the different sections of the current tab quickly.;
PANELS_HELP;16;1;Aidez-nous à améliorer Kookiiz en nous donnant votre avis sur ses fonctionnalités. Toute l'équipe vous remercie pour votre contribution !;Help us improve the Kookiiz platform by providing feedback. The whole Kookiiz Team thanks you for your insight!;
PANELS_HELP;17;1;;;
PANELS_TEXT;0;0;Cadre supérieur;Upper frame;
PANELS_TEXT;1;0;Aide sur ce panneau;Help on this panel;
PANELS_TEXT;2;0;Flèche haut;up arrow;
PANELS_TEXT;3;0;Cadre inférieur;Lower frame;
PANELS_TEXT;4;0;Ouvrir;Open;
PANELS_TEXT;5;0;Ouvrir le panneau;Open panel;
PANELS_TEXT;6;0;Fermer;Close;
PANELS_TEXT;7;0;Fermer le panneau;Close panel;
PANELS_TITLES;0;0;Recherche;Search;Suche
PANELS_TITLES;1;0;Recettes;Recipe box;Rezepte
PANELS_TITLES;2;0;Frigo;Fridge;Kühlschrank
PANELS_TITLES;3;0;Achats;Shopping;Einkäufe
PANELS_TITLES;4;0;Nutrition;Nutrition;Ernährung
PANELS_TITLES;5;0;Amis;Friends;Freunde
PANELS_TITLES;6;0;Chefs;Chefs;Küchenchefs
PANELS_TITLES;7;0;WeightWatchers;WeightWatchers;WeightWatchers
PANELS_TITLES;8;0;Commentaires;Comments;Kommentare
PANELS_TITLES;9;0;Partenaire;Partners;Partner
PANELS_TITLES;10;0;Glossaire;Glossary;Glossar
PANELS_TITLES;11;0;Profil santé;Health profile;Gesundheitsprofil
PANELS_TITLES;12;0;Articles;Articles;Artikel
PANELS_TITLES;13;0;Invitations;Invitations;Einladungen
PANELS_TITLES;14;0;Utilisateur;User;Benutzer
PANELS_TITLES;15;0;Navigation;Navigation;Navigation
PANELS_TITLES;16;0;Feedback;Feedback;Feedback
PANELS_TITLES;17;0;Offres;Offers;Angebote
PANELS_TITLES;18;0;Facebook;Facebook;Facebook
PANEL_ARTICLES_TEXT;0;0;Nouveautés;News;
PANEL_CHEFS_TEXT;0;0;Créateur de la recette;Recipe author;
PANEL_FRIDGE_TEXT;0;0;Mon ingrédient;My ingredient;
PANEL_FRIDGE_TEXT;1;0;Trouver des recettes;Find recipes;
PANEL_GLOSSARY_TEXT;0;0;Termes liés à cette recette:;words linked to this recipe:;
PANEL_INVITATIONS_TEXT;0;0;Titre;Title;
PANEL_INVITATIONS_TEXT;1;0;nouvelle invitation;new invitation;
PANEL_INVITATIONS_TEXT;2;0;Lieu;Location;
PANEL_INVITATIONS_TEXT;3;0;chez moi;home;
PANEL_INVITATIONS_TEXT;4;0;Date;Date;
PANEL_INVITATIONS_TEXT;5;0;Heure;Hour;
PANEL_INVITATIONS_TEXT;6;0;Message;Message;
PANEL_INVITATIONS_TEXT;7;0;Cliquez ici pour éditer le texte de l'invitation;Click here to edit the text;
PANEL_INVITATIONS_TEXT;8;0;Menu prévu;Dinner menu;
PANEL_INVITATIONS_TEXT;9;0;Hôte;Host;
PANEL_INVITATIONS_TEXT;10;0;Moi;Me;
