"ref";"name_fr";"name_en";"tags_fr";"tags_en";"cat";"pic";"unit";"wpu";"price";"exp";"prob"
5978.00;"fructose (poudre)";"fructose (powder)";;;19.00;;1.00;0.00;0.55;1000.00;"3"
1522.00;"fruit à pain";"breadfruit";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"4"
2507.00;"fruits à pain (graines)";"breadfruit (seeds)";"céréale";"cereal";12.00;;1.00;0.00;;1000.00;"4"
1630.00;"fruits de la passion";"passion fruit";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"5"
1631.00;"fruits de la passion (jus)";"passion fruit (juice)";;;9.00;;4.00;0.00;0.15;7.00;"5"
1632.00;"fruits de la passion jaunes (jus)";"yellow passion fruit (juice)";;;9.00;;4.00;0.00;0.15;7.00;"4"
1608.00;"fruits secs";"dried fruit";"fruit,sec";"fruit lp";9.00;;1.00;0.00;1.20;1000.00;"5"
4524.00;"fusilli";"fusilli";"pâtes";"pasta";20.00;;1.00;0.00;0.45;1000.00;"4"
5493.00;"galette de riz";"rice cake";"snack";"snack";25.00;;10.00;10.00;0.80;1000.00;"4"
4387.00;"galette de riz (complet)";"rice cake (whole-grain)";"snack";"snack";25.00;;10.00;10.00;0.80;1000.00;"4"
2917.00;"gatorade";"gatorade";"boisson";"drink";14.00;;4.00;0.00;0.45;1000.00;"4"
3998.00;"gaufre";"waffle";;;18.00;;1.00;50.00;0.90;;"5"
4990.00;"gaufre (blé entier)";"waffles (whole wheat)";;;18.00;;1.00;50.00;0.90;;"5"
4234.00;"gélatine (poudre)";"gelatin (powder)";;;19.00;;1.00;0.00;9.50;1000.00;"4"
4443.00;"germe de blé";"wheat germ";"céréale";"cereal";20.00;"wheat_germs";1.00;0.00;1.50;1000.00;"3"
2952.00;"gin";"gin";"boisson,alcool";"beverage alcohol";14.00;;5.00;0.00;4.00;1000.00;"3"
2091.00;"gingembre";"ginger";"condiment,épice";"condiment, spice";11.00;;1.00;0.00;0.90;7.00;"5"
189.00;"gingembre (moulu)";"ginger (ground)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;19.00;1000.00;"4"
31.00;"gjetost";"gjetost";"fromage";"cheese";1.00;;1.00;0.00;;5.00;"4"
4283.00;"glaçage à la vanille";"vanilla icing";;;19.00;;1.00;0.00;2.00;1000.00;"5"
4281.00;"glaçage au chocolat";"chocolate frosting";;;19.00;;1.00;0.00;2.00;1000.00;"5"
4285.00;"glaçage blanc";"white icing";;;19.00;;1.00;0.00;2.00;1000.00;"5"
2134.00;"gombo (okra)";"gumbo (okra)";"condiment";"condiment";11.00;;1.00;0.00;;7.00;"4"
4174.00;"gommes (gélatines)";"gums (gelatin)";"sucrerie,bonbon";"candy, candy";19.00;;1.00;0.00;0.50;1000.00;"4"
109.00;"gouda";"gouda";"fromage";"cheese";1.00;"cheese";1.00;0.00;1.80;5.00;"5"
2023.00;"gourganes";"fava";;;11.00;;1.00;0.00;;;"4"
3387.00;"gourganes (séchées)";"fava beans (dried)";;;16.00;;1.00;0.00;;1000.00;"4"
1578.00;"goyave";"guava";"fruit";"fruit";9.00;;10.00;150.00;;7.00;"5"
6204.00;"goyave (jus)";"guava (juice)";"boisson";"drink";9.00;"juice";4.00;0.00;0.25;7.00;"4"
1579.00;"goyave fraise";"strawberry guava";"fruit";"fruit";9.00;;10.00;0.00;;7.00;"4"
5309.00;"graisse de rôti";"dripping";;;4.00;;1.00;0.00;3.00;1000.00;"4"
552.00;"graisse végétale";"vegetable fat";"condiment";"condiment";4.00;;1.00;0.00;1.00;1000.00;"5"
449.00;"gras d'oie";"goose";;;4.00;;1.00;0.00;;1000.00;"3"
5310.00;"gras de bacon";"bacon fat";;;4.00;;1.00;0.00;;1000.00;"4"
414.00;"gras de boeuf (suif)";"beef fat (tallow)";;;4.00;;1.00;0.00;;1000.00;"3"
447.00;"gras de canard";"duck";;;4.00;;1.00;0.00;;1000.00;"3"
448.00;"gras de dinde";"fat turkey";;;4.00;;1.00;0.00;;1000.00;"4"
438.00;"gras de mouton (suif)";"mutton fat (tallow)";;;4.00;;1.00;0.00;;1000.00;"3"
445.00;"gras de poulet";"chicken fat";;;4.00;;1.00;0.00;;1000.00;"4"
1667.00;"grenade";"pomegranate";"fruit";"fruit";9.00;"grenada";1.00;200.00;;7.00;"5"
3642.00;"grenouille (cuisses)";"frog (legs)";"viande";"meat";17.00;;1.00;0.00;1.80;3.00;"5"
6219.00;"grifola (maitake)";"grifola (maitake)";"champignon";"mushroom";11.00;;1.00;0.00;;7.00;"4"
1709.00;"groseilles";"currants";"fruit";"fruit";9.00;;1.00;0.00;1.40;7.00;"5"
1560.00;"groseilles à maquereau";"gooseberries";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"4"
4412.00;"gruau de sarrasin";"buckwheat groats";"céréale";"cereal";20.00;;1.00;0.00;0.60;1000.00;"5"
32.00;"gruyère";"gruyere";"fromage";"cheese";1.00;"gruyere";1.00;0.00;1.90;5.00;"5"
4183.00;"guimauves";"marshmallows";"sucrerie,bonbon";"candy, candy";19.00;;1.00;0.00;1.15;1000.00;"5"
4829.00;"halavah (halvah)";"halavah (halvah)";"sucrerie,bonbon";"candy, candy";19.00;;1.00;0.00;;1000.00;"4"
5968.00;"hamburger végétarien";"veggie burger";;;16.00;;1.00;0.00;3.00;3.00;"5"
3015.00;"hareng";"herring";"poisson";"fish";15.00;"herring";1.00;0.00;2.95;1.00;"5"
5887.00;"hareng (dans l'huile)";"herring (in oil)";"poisson";"fish";15.00;;1.00;0.00;2.95;1.00;"4"
5922.00;"hareng cisco";"herring";"poisson";"fish";15.00;"herring";1.00;0.00;2.95;1.00;"4"
5921.00;"hareng cisco (fumé, séché)";"herring (smoked, dried)";"poisson";"fish";15.00;;1.00;0.00;2.95;1000.00;"4"
2997.00;"hareng cisco (fumé)";"herring (smoked)";"poisson";"fish";15.00;;1.00;0.00;2.95;1000.00;"4"
2001.00;"haricots (séchés)";"beans (dried)";"légumineuse,sec";"legume dry";11.00;;1.00;0.00;1.70;1000.00;"5"
3243.00;"haricots adzuki";"adzuki beans";"légumineuse";"legume";16.00;;1.00;0.00;;7.00;"4"
3252.00;"haricots black turtle soup";"black turtle soup beans";"légumineuse";"legume";16.00;;1.00;0.00;;7.00;"4"
3385.00;"haricots blancs";"white beans";"légumineuse";"legume";16.00;"white_beans";1.00;0.00;0.60;7.00;"5"
3255.00;"haricots cannerberge";"cannerberg beans";"légumineuse";"legume";16.00;;1.00;0.00;;7.00;"4"
2003.00;"haricots de lima";"lima beans";"légumineuse";"legume";11.00;;1.00;0.00;;7.00;"4"
3259.00;"haricots great northern";"great northern beans";"légumineuse";"legume";16.00;;1.00;0.00;;7.00;"4"
2370.00;"haricots italiens";"italian beans";"légumineuse";"legume";11.00;;1.00;0.00;;7.00;"5"
3274.00;"haricots jaunes (fèves)";"yellow beans (beans)";"légumineuse";"legume";16.00;;1.00;0.00;;7.00;"5"
3288.00;"haricots lima";"lima beans";"légumineuse";"legume";16.00;;1.00;0.00;;7.00;"4"
3300.00;"haricots mungo";"mung beans";"légumineuse";"legume";16.00;;1.00;0.00;0.90;7.00;"4"
2008.00;"haricots mungo (séchés)";"mung beans (dried)";"légumineuse,sec";"legume dry";11.00;;1.00;0.00;;1000.00;"4"
3376.00;"haricots noirs";"black beans";"légumineuse";"legume";16.00;;1.00;0.00;;7.00;"5"
3280.00;"haricots oeil noir (doliques)";"black eye beans (cowpeas)";"légumineuse";"legume";16.00;;1.00;0.00;;7.00;"4"
3383.00;"haricots petits blancs";"small white beans";"légumineuse";"legume";16.00;;1.00;0.00;0.55;7.00;"4"
2011.00;"haricots petits blancs (séchés)";"small white beans (dried)";"légumineuse,sec";"legume dry";11.00;;1.00;0.00;0.65;1000.00;"4"
3269.00;"haricots pinto";"pinto beans";"légumineuse";"legume";16.00;;1.00;0.00;0.70;7.00;"3"
2310.00;"haricots pinto (séchés)";"pinto beans (dried)";"légumineuse,sec";"legume dry";11.00;;1.00;0.00;;1000.00;"3"
3267.00;"haricots roses";"pink beans";"légumineuse";"legume";16.00;;1.00;0.00;;7.00;"3"
3381.00;"haricots rouge foncé";"dark red kidney beans";"légumineuse";"legume";16.00;;1.00;0.00;0.70;7.00;"5"
3380.00;"haricots rouge pale";"pale red beans";"légumineuse";"legume";16.00;;1.00;0.00;0.70;7.00;"4"
3257.00;"haricots verts";"green beans";"légumineuse";"legume";16.00;"green_beans";1.00;0.00;0.90;7.00;"5"
3210.00;"homard";"lobster";"fruit de mer";"seafood";15.00;"lobster";1.00;0.00;8.00;1.00;"5"
3338.00;"hoummous (hommos)";"hummus (hummus)";;;16.00;;1.00;0.00;2.50;1000.00;"5"
440.00;"huile d'amande";"almond oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
418.00;"huile d'arachide";"peanut oil";;;4.00;"oil";5.00;0.00;0.50;1000.00;"4"
450.00;"huile d'avocat";"avocado oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
456.00;"huile d'avoine";"oat oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
422.00;"huile d'olive";"olive oil";;;4.00;"olive_oil";5.00;0.00;1.50;1000.00;"5"
444.00;"huile de babassu";"babassu oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
17.00;"huile de beurre";"butter oil";;;1.00;"oil";5.00;0.00;;1000.00;"4"
429.00;"huile de beurre de cacao";"cocoa butter oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
417.00;"huile de blé";"corn oil";;;4.00;"wheat_germ_oil";5.00;0.00;;1000.00;"5"
432.00;"huile de carthame";"safflower oil";;;4.00;"oil";5.00;0.00;0.85;1000.00;"4"
451.00;"huile de colza (canola)";"rapeseed oil (canola)";;;4.00;"rapseed_oil";5.00;0.00;1.15;1000.00;"5"
430.00;"huile de coton";"cottonseed oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
457.00;"huile de foie de morue";"cod liver oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
458.00;"huile de hareng";"herring oil";;;4.00;"oil";5.00;0.00;;1000.00;"3"
5497.00;"huile de lin";"linseed oil";;;4.00;"oil";5.00;0.00;2.00;1000.00;"3"
437.00;"huile de maïs";"corn oil";;;4.00;"oil";5.00;0.00;0.95;1000.00;"5"
459.00;"huile de menhaden";"menhaden oil";;;4.00;"oil";5.00;0.00;;1000.00;"3"
452.00;"huile de moutarde";"mustard oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
443.00;"huile de noisette";"hazelnut oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
439.00;"huile de noix";"walnut oil";;;4.00;"oil";5.00;0.00;2.35;1000.00;"4"
420.00;"huile de noix de coco";"coconut oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
441.00;"huile de noyaux d'abricots";"apricot kernel oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
423.00;"huile de palme";"palm oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
434.00;"huile de palmiste";"palm kernel oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
435.00;"huile de pavot";"poppy oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
436.00;"huile de raisin";"grape oil";;;4.00;"oil";5.00;0.00;1.05;1000.00;"4"
416.00;"huile de riz";"rice oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
462.00;"huile de sardine";"sardine oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
461.00;"huile de saumon";"salmon oil";;;4.00;"oil";5.00;0.00;;1000.00;"4"
424.00;"huile de sésame";"sesame oil";;;4.00;"oil";5.00;0.00;2.00;1000.00;"5"
419.00;"huile de soja (soya)";"soybean oil (soy)";;;4.00;"oil";5.00;0.00;1.95;1000.00;"5"
425.00;"huile de tournesol";"sunflower oil";;;4.00;"sunflower_oil";5.00;0.00;0.45;1000.00;"5"
3177.00;"huîtres";"oysters";"fruit de mer";"seafood";15.00;"oysters";1.00;0.00;2.20;1.00;"5"
3191.00;"huîtres américaines";"american oysters";"fruit de mer";"seafood";15.00;"oysters";1.00;0.00;2.20;1.00;"4"
3118.00;"huîtres sauvages";"wild oysters";"fruit de mer";"seafood";15.00;"oysters";1.00;0.00;2.20;1.00;"4"
2283.00;"igname";"yam";"légume";"vegetable";11.00;;1.00;0.00;0.55;7.00;"4"
1581.00;"jacquier (jaquier)";"jackfruit";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"4"
1861.00;"jambon";"ham";"charcuterie,porc";"sausage, pork";10.00;"ham";1.00;0.00;2.50;3.00;"5"
1938.00;"jambon (allégé)";"ham (light)";"charcuterie,porc";"sausage, pork";10.00;"ham";1.00;0.00;;7.00;"4"
1869.00;"jambon (fricadelles)";"ham (patties)";"charcuterie,porc";"sausage, pork";10.00;;1.00;0.00;;7.00;"4"
1870.00;"jambon (steak)";"ham (steak)";"viande,porc";"beef, pork";10.00;"ham";1.00;150.00;2.00;3.00;"4"
5696.00;"jambon au miel (fumé)";"honey ham (smoked)";"viande";"meat";7.00;"ham";1.00;0.00;;3.00;"4"
1866.00;"jambon de campagne";"country ham";"charcuterie,porc";"sausage, pork";10.00;"ham";1.00;0.00;3.70;7.00;"5"
5460.00;"jambon de dinde";"turkey ham";"viande";"meat";7.00;"ham";1.00;0.00;2.55;3.00;"5"
1872.00;"jambon roulé";"ham roll";"viande,porc";"beef, pork";10.00;"ham";1.00;0.00;2.00;3.00;"4"
1149.00;"jambon tranché";"sliced ham";"viande";"meat";7.00;"ham";1.00;0.00;3.65;3.00;"5"
1148.00;"jambon tranché (allégé)";"sliced ham (light)";"viande";"meat";7.00;"ham";1.00;0.00;;3.00;"4"
127.00;"jaune d'oeuf";"egg yolk";;;1.00;;10.00;20.00;4.00;14.00;"5"
4086.00;"jerky (boeuf)";"jerky (beef)";"snack";"snack";25.00;;1.00;0.00;4.50;1000.00;"4"
1653.00;"kaki";"khaki";"fruit";"fruit";9.00;;10.00;60.00;;7.00;"5"
1654.00;"kaki (séché)";"khaki (dried)";"fruit,sec";"fruit lp";9.00;;10.00;0.00;;1000.00;"4"
2494.00;"ketchup";"ketchup";"condiment";"condiment";11.00;"ketchup";1.00;0.00;0.55;1000.00;"5"
1585.00;"kiwi";"kiwi";"fruit";"fruit";9.00;"kiwi";10.00;50.00;0.60;7.00;"5"
1153.00;"knackwurst";"knackwurst";"charcuterie";"delicatessen";7.00;;1.00;0.00;1.40;3.00;"3"
1586.00;"kumquat";"kumquat";"fruit";"fruit";9.00;;10.00;40.00;;7.00;"5"
77.00;"lactoserum (liquide)";"whey (liquid)";;;1.00;;5.00;0.00;;;"4"
78.00;"lactoserum (poudre)";"whey (powder)";;;1.00;;1.00;0.00;;;"4"
5933.00;"lagopède";"ptarmigan";"viande,volaille";"meat, poultry";5.00;;1.00;0.00;;3.00;"4"
114.00;"lait (écrémé)";"milk (skimmed)";"boisson";"drink";1.00;"milk";4.00;0.00;0.15;5.00;"5"
113.00;"lait (entier)";"milk (whole)";"boisson";"drink";1.00;"milk";4.00;0.00;0.20;5.00;"5"
61.00;"lait (partiellement écrémé)";"milk (partially skimmed)";"boisson";"drink";1.00;"millk";4.00;0.00;0.15;5.00;"5"
66.00;"lait (poudre)";"milk (powder)";;;1.00;;1.00;0.00;0.80;1000.00;"4"
4711.00;"lait au chocolat";"milk chocolate";"boisson";"drink";1.00;;4.00;0.00;0.25;5.00;"5"
140.00;"lait concentré";"condensed milk";;;1.00;;1.00;0.00;0.60;1000.00;"4"
112.00;"lait concentré (écrémé)";"evaporated milk (skimmed)";;;1.00;;1.00;0.00;0.60;1000.00;"4"
153.00;"lait concentré (partiellement écrémé)";"condensed milk (partially skimmed)";;;1.00;;1.00;0.00;0.60;1000.00;"4"
68.00;"lait concentré (sucré)";"condensed milk (sweetened)";;;1.00;;1.00;0.00;0.80;1000.00;"3"
74.00;"lait de brebis";"sheep milk";"boisson";"drink";1.00;"milk";4.00;0.00;0.30;5.00;"4"
72.00;"lait de chèvre";"goat milk";"boisson";"drink";1.00;"milk";4.00;0.00;0.30;5.00;"4"
55.00;"lait de poule";"eggnog";"boisson";"drink";1.00;"milk";4.00;0.00;;;"4"
134.00;"lait écrémé (poudre)";"skim milk (powder)";;;1.00;;1.00;0.00;1.15;1000.00;"5"
2898.00;"lait malté (poudre)";"malted milk (powder)";;;14.00;;1.00;0.00;;1000.00;"4"
2115.00;"laitue butterhead";"butterhead lettuce";"légume";"vegetable";11.00;"lettuce_butterhead";1.00;0.00;0.50;7.00;"5"
2117.00;"laitue frisée";"lettuce";"légume";"vegetable";11.00;"lettuce";1.00;0.00;0.50;7.00;"5"
2398.00;"laitue iceberg";"iceberg lettuce";"légume";"vegetable";11.00;"lettuce_iceberg";1.00;0.00;0.50;7.00;"5"
2116.00;"laitue romaine";"romaine lettuce";"légume";"vegetable";11.00;"lettuce";1.00;0.00;0.45;7.00;"5"
5412.00;"laitue rouge";"red lettuce";"légume";"vegetable";11.00;"lettuce_red";1.00;0.00;0.50;7.00;"5"
2051.00;"laitue-tige";"lettuce-rod";"légume";"vegetable";11.00;"lettuce";1.00;0.00;;7.00;"4"
3174.00;"langouste";"crayfish";"fruit de mer";"seafood";15.00;"scampi";1.00;0.00;10.00;1.00;"5"
3596.00;"lapin";"rabbit";"viande";"meat";17.00;;1.00;0.00;5.40;3.00;"5"
3593.00;"lapin (filet)";"rabbit (net)";"viande";"meat";17.00;;1.00;0.00;5.40;3.00;"5"
3233.00;"laquaiche aux yeux d'or";"goldeye";"poisson";"fish";15.00;;1.00;0.00;;1.00;"3"
1979.00;"lardons";"bacon bits";"charcuterie,porc";"sausage, pork";10.00;;1.00;0.00;2.50;7.00;"4"
172.00;"laurier";"bay leaves (laurel)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;5.00;1000.00;"4"
3392.00;"lentilles";"lentils";"légumineuse";"legume";16.00;"lentils";1.00;0.00;0.45;1000.00;"5"
2113.00;"lentilles (germées)";"lentils (sprouted)";"légumineuse";"legume";11.00;;1.00;0.00;0.60;1000.00;"4"
4869.00;"lentilles roses";"red lentils";"légumineuse";"legume";16.00;;1.00;0.00;0.60;1000.00;"5"
4007.00;"levure";"yeast";;;18.00;"yeast";1.00;0.00;1.65;1000.00;"5"
4008.00;"levure (séchée)";"yeast (dried)";;;18.00;;1.00;0.00;4.75;1000.00;"4"
4074.00;"levure chimique";"baking powder";;;18.00;;1.00;0.00;1.65;1000.00;"4"
3152.00;"lieu noir";"saithe";"poisson";"fish";15.00;"saithe";1.00;0.00;2.70;1.00;"4"
3007.00;"limande sole";"lemon sole";"poisson";"fish";15.00;;1.00;0.00;4.50;1.00;"5"
33.00;"limburger (limbourg)";"limburg";"fromage";"cheese";1.00;;1.00;0.00;1.90;5.00;"4"
1593.00;"citron vert (limette)";"lime";"fruit";"fruit";9.00;;10.00;80.00;1.00;7.00;"5"
1594.00;"citron vert (jus)";"lime (juice)";"lime, limette";"lime";9.00;"juice";4.00;20.00;1.20;7.00;"4"
2891.00;"limonade";"lemonade";"boisson";"drink";14.00;;4.00;0.00;0.05;1000.00;"5"
4528.00;"lin (graines)";"flax (seeds)";"céréale";"cereal";12.00;"linseeds";1.00;0.00;0.75;1000.00;"4"
3145.00;"lingue";"ling";"poisson";"fish";15.00;;1.00;0.00;2.50;1.00;"4"
2924.00;"liqueur de café";"coffee liqueur";"boisson,alcool";"beverage alcohol";14.00;;5.00;0.00;4.00;1000.00;"3"
1596.00;"litchi";"lychee";"fruit";"fruit";9.00;;1.00;0.00;1.00;7.00;"5"
4878.00;"litchi (ramboutan)";"lychee (rambutan)";"fruit";"fruit";9.00;;1.00;0.00;1.15;7.00;"4"
1597.00;"litchi (séché)";"lychee (dried)";"fruit,sec";"fruit lp";9.00;;1.00;0.00;;1000.00;"4"
3137.00;"loche";"loach";"poisson";"fish";15.00;;1.00;0.00;6.60;1.00;"4"
1599.00;"longanes (longans)";"longan";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"4"
3153.00;"loquette d'amérique";"pout";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"4"
3201.00;"lotte";"burbot";"poisson";"fish";15.00;"fish";1.00;0.00;6.60;1.00;"5"
5882.00;"lotte de mer (mante)";"monkfish (mantis)";"poisson";"fish";15.00;"fish";1.00;0.00;6.50;1.00;"5"
2118.00;"lotus (racine)";"lotus (root)";"plante";"plant";11.00;;1.00;0.00;;7.00;"4"
3170.00;"loup de mer";"wolffish";"poisson";"fish";15.00;"fish";1.00;0.00;3.50;1.00;"5"
3294.00;"lupins";"lupins";"plante";"plant";16.00;;1.00;0.00;;7.00;"4"
1982.00;"luzerne (graines)";"alfalfa (seed)";;;11.00;;10.00;0.00;4.00;7.00;"4"
4456.00;"macaroni (maccheroni)";"macaroni";"pâtes";"pasta";20.00;"macaroni";1.00;0.00;0.35;1000.00;"5"
190.00;"macis (moulu)";"mace (ground)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;;1000.00;"4"
2068.00;"maïs (épi)";"corn (cob)";"légume";"vegetable";11.00;"corn";10.00;100.00;0.55;7.00;"5"
2388.00;"maïs (grains)";"corn (grain)";"légume";"vegetable";11.00;;1.00;0.00;0.50;1000.00;"4"
4415.00;"maïs (grains)";"corn (seeds)";"céréale";"cereal";20.00;;1.00;0.00;0.30;1000.00;"4"
4416.00;"maïs (son)";"corn (sound)";"céréale";"cereal";20.00;;1.00;0.00;;1000.00;"4"
6263.00;"maïs jaune (séché)";"yellow corn (dried)";"légume,sec";"vegetable, dry";11.00;;1.00;0.00;;1000.00;"5"
3142.00;"malachigan";"sunfish";"poisson";"fish";15.00;;1.00;0.00;;1.00;"4"
3063.00;"malachigan d'eau douce";"freshwater sunfish";"poisson";"fish";15.00;;1.00;0.00;;1.00;"4"
4845.00;"mangoustan";"mangosteen";"fruit";"fruit";9.00;;1.00;0.00;;7.00;"4"
1603.00;"mangue";"mango";"fruit";"fruit";9.00;"mango";10.00;450.00;0.60;7.00;"5"
6205.00;"mangue (jus)";"mango (juice)";;;9.00;"juice";4.00;0.00;;7.00;"5"
2045.00;"manioc";"cassava";"racine";"root";11.00;;1.00;0.00;0.40;7.00;"4"
5633.00;"maquereau (salé)";"mackerel (salted)";"poisson";"fish";15.00;"fish";1.00;0.00;1.50;1.00;"5"
3022.00;"maquereau bleu";"mackerel";"poisson";"fish";15.00;"fish";1.00;0.00;2.50;1.00;"5"
3148.00;"maquereau espagnol (chinchard)";"spanish mackerel (scad)";"poisson";"fish";15.00;"fish";1.00;0.00;1.50;1.00;"4"
3024.00;"maquereau royal";"king mackerel";"poisson";"fish";15.00;"fish";1.00;0.00;2.50;1.00;"5"
481.00;"margarine";"margarine";;;4.00;"butter";1.00;0.00;0.80;5.00;"5"
6007.00;"margarine (colza et soja)";"margarine (rapeseed and soybean)";"canola,soya";"canola, soybean";4.00;"butter";1.00;0.00;;5.00;"4"
5311.00;"margarine (dure)";"margarine (hard)";;;4.00;"butter";1.00;0.00;0.75;5.00;"5"
5514.00;"margarine (liquide)";"margarine (liquid)";;;4.00;;5.00;0.00;0.60;5.00;"3"
5312.00;"margarine (molle)";"margarine (soft)";;;4.00;"butter";1.00;0.00;1.00;5.00;"5"
6008.00;"margarine (soja)";"margarine (soybean)";"soya";"soy";4.00;"butter";1.00;0.00;;5.00;"4"
1996.00;"margose (feuilles)";"bitter gourd (leaves)";;;11.00;;1.00;0.00;;7.00;"4"
1997.00;"margose (fruits)";"bitter gourd (fruit)";;;11.00;;1.00;0.00;;7.00;"5"
191.00;"marjolaine (séchée)";"marjoram (dried)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;17.00;3.00;"4"
4298.00;"marmelade (orange)";"marmalade (orange)";"confiture";"jam";19.00;;1.00;0.00;1.00;1000.00;"5"
531.00;"mayonnaise";"mayonnaise";"condiment";"condiment";4.00;"mayonnaise";1.00;0.00;1.10;1000.00;"5"
5578.00;"mayonnaise (allégée)";"mayonnaise (lite)";"condiment";"condiment";4.00;;1.00;0.00;0.70;1000.00;"4"
5612.00;"méduse (séchée)";"jellyfish (dried)";"fruit de mer";"seafood";15.00;;1.00;0.00;;1000.00;"5"
4299.00;"mélasse";"molasses";;;19.00;;1.00;0.00;0.50;1000.00;"4"
4300.00;"mélasse noire";"blackstrap molasses";;;19.00;;1.00;0.00;0.50;1000.00;"4"
1721.00;"melon cantaloup";"cantaloupe melon";"fruit";"fruit";9.00;"melon";10.00;500.00;0.60;7.00;"5"
1604.00;"melon casaba";"casaba";"fruit";"fruit";9.00;;10.00;500.00;0.60;7.00;"5"
1605.00;"melon miel";"honeydew";"fruit";"fruit";9.00;;10.00;500.00;0.60;7.00;"4"
4724.00;"menthe poivrée";"peppermint";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;10.00;3.00;"4"
4725.00;"menthe verte";"mint";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;10.00;3.00;"5"
4726.00;"menthe verte (séchée)";"mint (dried)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;;1000.00;"4"
3038.00;"merlan";"whiting";"poisson";"fish";15.00;"fish";1.00;0.00;2.50;1.00;"5"
3010.00;"merou";"grouper";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"5"
3057.00;"mérou (serran)";"grouper (comber)";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"4"
3164.00;"meunier noir (carpe noire)";"sucker (sucker)";"poisson";"fish";15.00;"fish";1.00;0.00;;1.00;"5"
4294.00;"miel";"honey";;;19.00;;1.00;0.00;1.50;1000.00;"5"
4491.00;"millet (grains)";"millet (grain)";"céréale";"cereal";20.00;;1.00;0.00;0.65;1000.00;"4"
34.00;"monterey";"monterey";"fromage";"cheese";1.00;"cheese";1.00;0.00;0.80;5.00;"4"
1194.00;"mortadelle";"bologna";"viande";"meat";7.00;;1.00;0.00;2.60;3.00;"5"
5888.00;"morue (foie)";"cod (liver)";"poisson";"fish";15.00;;1.00;0.00;7.00;1000.00;"4"
3232.00;"morue (fumée)";"cod (smoke)";"poisson";"fish";15.00;;1.00;0.00;7.00;1000.00;"5"
2999.00;"morue (salée, séchée)";"cod (salted, dried)";"poisson";"fish";15.00;;1.00;0.00;7.50;1000.00;"5"
3155.00;"morue charbonnière";"sablefish";"poisson";"fish";15.00;"cod";1.00;0.00;2.50;1.00;"5"
3048.00;"morue charbonnière (fumée)";"sablefish (smoked)";"poisson";"fish";15.00;;1.00;0.00;7.00;1000.00;"4"
3139.00;"morue grise";"cod gray";"poisson";"fish";15.00;"cod";1.00;0.00;2.50;1.00;"4"
3146.00;"morue-lingue";"lingcod";"poisson";"fish";15.00;"cod";1.00;0.00;2.50;1.00;"4"
3115.00;"moules";"mussels";"fruit de mer";"seafood";15.00;"mussles";1.00;0.00;1.20;1.00;"5"
3116.00;"moules bleues";"blue mussels";"fruit de mer";"seafood";15.00;"mussles";1.00;0.00;1.20;1.00;"4"
6227.00;"mousse au chocolat";"chocolate mousse";;;19.00;;1.00;0.00;0.85;7.00;"5"
4970.00;"moutarde";"mustard";"condiment";"condiment";2.00;;1.00;0.00;1.50;1000.00;"5"
1135.00;"moutarde (brune)";"mustard (brown)";"condiment";"condiment";2.00;;1.00;0.00;1.50;1000.00;"4"
2126.00;"moutarde (feuilles)";"mustard (leaf)";"plante";"plant";11.00;;1.00;0.00;;7.00;"3"
192.00;"moutarde (graines)";"mustard (seeds)";"condiment,épice";"condiment, spice";2.00;;1.00;0.00;4.50;1000.00;"4"
2130.00;"moutarde joncée";"indian mustard";"plante";"plant";11.00;;1.00;0.00;;7.00;"3"
35.00;"mozzarella";"mozzarella";"fromage";"cheese";1.00;;1.00;0.00;1.20;5.00;"5"
